Date,AKRA.JK,ANTM.JK,ASII.JK,AUTO.JK,AVIA.JK,BBCA.JK,BBNI.JK,BBRI.JK,BBTN.JK,BIRD.JK,BJBR.JK,BJTM.JK,BMRI.JK,BTPS.JK,CTRA.JK,DSNG.JK,ELSA.JK,EMTK.JK,ESSA.JK,HEAL.JK,ICBP.JK,INCO.JK,INDF.JK,INTP.JK,JPFA.JK,JSMR.JK,KLBF.JK,MPMX.JK,MTEL.JK,PGEO.JK,PNBN.JK,POWR.JK,PRDA.JK,PWON.JK,SCMA.JK,SIDO.JK,SILO.JK,SIMP.JK,SMGR.JK,SMSM.JK,SSMS.JK,TAPG.JK,TLKM.JK,UNTR.JK,UNVR.JK
2023-09-12,1327.94,1794.49,5574.04,2821.09,547.58,8545.9,4073.08,4666.89,1124.35,1834.77,1081.54,597.62,5078.26,1891.72,1049.94,575.32,396.94,578.97,694.81,1460.57,10984.62,5875.0,6555.01,10685.82,1195.48,4446.07,1783.6,909.34,734.72,1132.63,1370.0,650.13,5917.52,433.48,151.21,562.39,1909.9,379.46,6880.53,1809.23,1195.0,437.82,3496.37,24034.28,3392.07
2023-09-13,1360.22,1766.81,5574.04,2794.05,542.9,8522.42,4094.97,4688.6,1124.35,1815.95,1081.54,597.62,5056.65,1872.75,1054.84,575.32,404.43,564.12,739.48,1440.7,10984.62,5800.0,6602.85,10858.57,1185.92,4465.92,1749.3,904.88,749.32,1156.62,1365.0,654.44,6036.34,439.34,150.28,557.78,1954.55,379.46,6831.56,1809.23,1185.0,437.82,3496.37,24123.05,3363.96
2023-09-14,1355.61,1752.97,5596.16,2875.17,528.86,8545.9,4138.77,4710.31,1115.28,1844.18,1081.54,597.62,5035.04,1858.53,1040.12,560.81,398.81,569.07,729.56,1445.67,10788.46,5850.0,6411.47,10759.86,1162.01,4416.3,1749.3,904.88,715.26,1180.62,1350.0,654.44,5988.81,439.34,150.28,557.78,1974.39,381.41,6856.05,1832.13,1195.0,429.93,3468.1,24322.78,3335.84
2023-09-15,1369.44,1752.97,5574.04,2884.18,561.62,8451.99,4149.72,4666.89,1106.21,1872.41,1086.14,597.62,5121.48,1839.56,1010.69,575.32,402.56,539.38,779.19,1391.02,10763.94,5900.0,6459.31,10611.79,1152.45,4406.38,1729.7,904.88,695.79,1358.19,1340.0,645.82,5988.81,431.53,143.79,543.95,1929.75,383.35,6856.05,1827.55,1175.0,437.82,3505.79,25232.66,3279.62
2023-09-18,1360.22,1702.23,5574.04,2866.16,538.22,8451.99,4094.97,4623.48,1106.21,1806.55,1081.54,588.43,5099.87,1825.34,1020.5,565.65,400.69,529.48,749.41,1346.31,10641.35,5900.0,6315.77,10118.21,1128.54,4396.45,1778.7,900.42,686.06,1473.38,1270.0,645.82,6036.34,431.53,143.79,548.56,1934.71,379.46,6733.62,1887.09,1180.0,425.99,3468.1,24944.17,3251.51
2023-09-19,1360.22,1697.61,5618.28,3010.37,538.22,8522.42,4138.77,4666.89,1119.81,1830.07,1081.54,593.03,5186.31,1839.56,995.97,565.65,404.43,534.43,804.0,1321.47,10616.83,5750.0,6387.54,10216.93,1123.75,4406.38,1754.2,909.34,676.33,1482.97,1285.0,658.74,5965.05,427.63,145.64,543.95,1944.63,379.46,6709.13,1887.09,1175.0,425.99,3515.22,25143.9,3354.58
2023-09-20,1346.38,1716.06,5574.04,2929.25,533.54,8592.86,4193.52,4666.89,1119.81,1839.48,1081.54,593.03,5251.14,1849.05,1000.88,589.82,391.32,554.23,808.96,1326.44,10641.35,5725.0,6507.16,9994.82,1118.97,4366.68,1715.0,918.25,671.47,1444.58,1270.0,663.05,5988.81,423.72,150.28,539.34,1944.63,383.35,6733.62,1887.09,1200.0,449.66,3590.61,25299.24,3401.44
2023-09-21,1337.16,1693.0,5485.56,2848.13,533.54,8569.38,4204.46,4645.19,1115.28,1830.07,1076.94,588.43,5186.31,1820.6,995.97,580.15,389.45,539.38,764.3,1316.5,10984.62,5675.0,6411.47,10118.21,1128.54,4366.68,1778.7,913.8,656.87,1506.97,1230.0,650.13,6012.58,425.67,148.42,543.95,1949.59,383.35,6758.1,1887.09,1195.0,445.71,3590.61,25143.9,3532.62
2023-09-22,1360.22,1706.84,5485.56,2803.07,533.54,8522.42,4270.16,4645.19,1115.28,1834.77,1081.54,588.43,5186.31,1820.6,1010.69,584.98,385.71,544.33,749.41,1316.5,11131.73,5700.0,6483.24,9970.14,1166.79,4317.06,1744.4,927.17,661.74,1511.77,1235.0,650.13,6012.58,429.58,149.35,553.17,1984.31,387.24,6709.13,1841.29,1205.0,453.6,3637.73,25166.09,3607.58
2023-09-25,1346.38,1706.84,5529.8,2776.03,538.22,8451.99,4401.55,4601.77,1115.28,1820.66,1086.14,588.43,5186.31,1801.63,995.97,604.32,391.32,539.38,764.3,1326.44,11033.65,5675.0,6483.24,9896.11,1195.48,4287.29,1739.5,918.25,652.0,1540.57,1225.0,654.44,6131.4,431.53,150.28,548.56,2014.08,402.81,6513.24,1841.29,1210.0,477.27,3552.92,25077.32,3579.47
2023-09-26,1346.38,1697.61,5485.56,2848.13,524.18,8405.03,4368.7,4514.95,1110.75,1820.66,1076.94,588.43,5121.48,1782.67,976.34,584.98,378.22,569.07,734.52,1316.5,10960.1,5575.0,6411.47,9674.0,1276.78,4307.13,1768.9,904.88,656.87,1425.38,1190.0,654.44,6178.93,425.67,146.57,543.95,1984.31,389.19,6415.3,1790.91,1210.0,453.6,3543.49,24633.47,3579.47
2023-09-27,1401.71,1679.16,5441.32,2803.07,524.18,8334.6,4434.4,4536.65,1110.75,1900.64,1076.94,583.83,5186.31,1792.15,991.06,570.48,383.83,574.02,754.37,1316.5,10788.46,5625.0,6459.31,9945.46,1238.52,4317.06,1719.9,909.34,666.6,1430.18,1200.0,645.82,6369.05,421.77,148.42,539.34,1979.35,389.19,6415.3,1827.55,1210.0,453.6,3505.79,25121.71,3532.62
2023-09-29,1424.77,1674.55,5507.68,2866.16,524.18,8287.65,4521.99,4536.65,1106.21,1975.91,1076.94,583.83,5207.92,1806.38,1000.88,589.82,391.32,578.97,789.11,1301.6,10862.02,5650.0,6339.7,9822.07,1228.96,4257.51,1719.9,918.25,661.74,1386.99,1250.0,645.82,6083.87,427.63,146.57,543.95,2024.0,385.3,6292.87,1942.06,1185.0,453.6,3534.07,25077.32,3504.51
2023-10-02,1397.1,1665.32,5551.92,2857.15,524.18,8522.42,4511.04,4558.36,1124.35,1957.09,1076.94,583.83,5229.53,1806.38,1025.41,599.49,387.58,598.76,764.3,1291.66,10886.54,5575.0,6459.31,9970.14,1243.3,4247.59,1749.3,909.34,656.87,1439.78,1255.0,650.13,6083.87,427.63,144.71,539.34,2113.29,387.24,6341.84,2006.18,1220.0,449.66,3534.07,24788.82,3467.03
2023-10-03,1318.72,1628.42,5485.56,2739.97,519.5,8639.81,4565.79,4580.07,1142.48,1957.09,1072.34,579.24,5251.14,1801.63,1025.41,618.83,372.6,588.87,719.63,1286.69,10739.42,5575.0,6435.39,9970.14,1262.43,4068.95,1759.1,904.88,656.87,1506.97,1235.0,645.82,6131.4,427.63,141.0,539.34,2083.53,383.35,6268.38,2033.66,1250.0,445.71,3552.92,23967.7,3363.96
2023-10-04,1300.27,1605.35,5374.97,2577.74,519.5,8639.81,4543.89,4558.36,1133.42,1938.27,1063.13,579.24,5294.36,1787.41,986.16,594.65,368.86,578.97,679.93,1311.53,10984.62,5425.0,6459.31,9896.11,1257.65,4059.03,1729.7,900.42,642.27,1511.77,1230.0,637.21,6178.93,417.86,141.93,516.29,2113.29,381.41,6170.44,1951.22,1295.0,425.99,3562.34,23590.43,3354.58
2023-10-05,1295.66,1573.06,5330.73,2550.7,533.54,8522.42,4543.89,4493.24,1128.88,1928.86,1058.53,574.64,5294.36,1768.45,995.97,580.15,361.37,574.02,640.22,1326.44,11401.44,5350.0,6578.93,9994.82,1295.9,4188.04,1798.3,895.97,647.14,1516.57,1260.0,641.52,6131.4,412.01,132.65,557.78,2321.65,379.46,6121.47,1978.7,1305.0,429.93,3505.79,23213.16,3429.55
2023-10-06,1309.5,1582.29,5374.97,2640.83,524.18,8475.47,4554.84,4493.24,1137.95,1947.68,1058.53,574.64,5207.92,1768.45,1010.69,594.65,365.11,638.35,665.04,1371.15,11278.85,5525.0,6578.93,9896.11,1295.9,4108.65,1798.3,900.42,637.41,1535.77,1260.0,641.52,6131.4,413.96,140.08,548.56,2281.96,377.51,6219.41,1951.22,1290.0,433.88,3562.34,23435.09,3560.73
2023-10-09,1374.05,1669.93,5419.2,2676.88,519.5,8498.94,4467.24,4449.83,1137.95,1994.73,1067.73,579.24,5099.87,1787.41,991.06,589.82,380.09,628.45,739.48,1331.4,10886.54,5675.0,6555.01,9871.43,1252.87,4277.36,1744.4,909.34,642.27,1458.98,1230.0,637.21,5988.81,410.05,147.5,543.95,2182.75,377.51,6464.27,2070.31,1215.0,429.93,3543.49,23701.4,3485.77
2023-10-10,1346.38,1674.55,5352.85,2577.74,519.5,8381.56,4554.84,4493.24,1133.42,1985.32,1058.53,574.64,5186.31,1777.93,995.97,599.49,378.22,633.4,749.41,1306.56,10641.35,5625.0,6507.16,9970.14,1267.21,4366.68,1719.9,909.34,647.14,1415.78,1230.0,637.21,6036.34,408.1,147.5,543.95,2232.35,379.46,6439.79,2097.79,1205.0,429.93,3590.61,23856.74,3438.92
2023-10-11,1341.77,1674.55,5352.85,2640.83,500.78,8381.56,4532.94,4558.36,1124.35,1938.27,1058.53,574.64,5229.53,1758.96,1015.59,589.82,378.22,603.71,749.41,1291.66,10494.23,5550.0,6459.31,9822.07,1248.08,4386.53,1715.0,918.25,656.87,1358.19,1230.0,637.21,6155.17,415.91,148.42,539.34,2192.67,379.46,6390.81,2262.68,1210.0,429.93,3562.34,23948.8,3382.7
2023-10-12,1332.55,1637.64,5351.05,2694.91,500.78,8498.94,4664.33,4601.77,1128.88,1975.91,1063.13,579.24,5251.14,1754.22,1040.12,584.98,380.09,638.35,689.85,1291.66,10763.94,5475.0,6435.39,9920.79,1214.61,4505.62,1705.2,918.25,637.41,1267.01,1215.0,641.52,6273.99,419.82,148.42,543.95,2321.65,379.46,6415.3,2116.11,1200.0,425.99,3609.46,23584.21,3401.44
2023-10-13,1346.38,1619.19,5373.53,2777.13,500.78,8522.42,4532.94,4580.07,1128.88,1975.91,1063.13,574.64,5251.14,1754.22,1015.59,580.15,387.58,608.66,704.74,1311.53,10665.87,5425.0,6411.47,9871.43,1228.96,4525.47,1715.0,913.8,637.41,1257.41,1245.0,641.52,6083.87,413.96,148.42,534.73,2232.35,379.46,6439.79,2143.59,1200.0,425.99,3628.31,23766.51,3420.18
2023-10-16,1332.55,1665.32,5261.12,2630.96,500.78,8545.9,4554.84,4558.36,1119.81,1957.09,1058.53,574.64,5207.92,1754.22,1005.78,580.15,393.2,603.71,719.63,1296.63,10690.38,5525.0,6435.39,9945.46,1214.61,4465.92,1724.8,913.8,632.54,1243.01,1235.0,628.6,6250.23,410.05,146.57,530.12,2262.12,377.51,6317.36,2152.75,1200.0,425.99,3543.49,24108.31,3420.18
2023-10-17,1327.94,1669.93,5261.12,2630.96,505.46,8405.03,4554.84,4471.53,1119.81,1985.32,1063.13,570.04,5186.31,1740.0,1015.59,594.65,393.2,598.76,719.63,1316.5,10690.38,5650.0,6555.01,10167.57,1195.48,4694.18,1788.5,909.34,647.14,1343.8,1225.0,632.91,6250.23,408.1,149.35,534.73,2262.12,381.41,6439.79,2061.15,1265.0,425.99,3571.76,24039.95,3588.84
2023-10-18,1327.94,1706.84,5238.63,2630.96,486.74,8311.12,4489.14,4471.53,1110.75,2126.45,1067.73,574.64,5056.65,1773.19,1010.69,580.15,395.07,593.81,734.52,1366.18,10420.67,5750.0,6507.16,9772.71,1224.17,4565.17,1768.9,904.88,637.41,1396.59,1220.0,628.6,6178.93,410.05,154.92,534.73,2281.96,377.51,6268.38,1960.38,1210.0,414.16,3534.07,23971.59,3579.47
2023-10-19,1327.94,1674.55,5148.7,2548.75,482.06,8217.21,4327.09,4341.3,1097.15,2032.36,1058.53,565.44,4948.6,1611.99,981.25,565.65,381.96,574.02,689.85,1420.83,10224.52,5775.0,6459.31,9748.04,1166.79,4366.68,1764.0,900.42,637.41,1324.6,1175.0,628.6,6131.4,404.19,151.21,525.51,2311.73,373.62,6341.84,1960.38,1200.0,418.1,3515.22,23720.93,3570.1
2023-10-20,1341.77,1683.77,5126.21,2402.58,477.38,8428.51,4353.37,4384.71,1097.15,1938.27,1044.72,560.85,4970.21,1521.91,995.97,575.32,387.58,569.07,689.85,1450.63,10396.15,5750.0,6387.54,9698.68,1166.79,4426.23,1734.6,900.42,622.81,1295.8,1160.0,624.3,6155.17,400.29,146.57,530.12,2301.8,369.73,6268.38,1932.9,1205.0,422.05,3486.95,23538.64,3616.95
2023-10-23,1337.16,1614.58,5036.28,2338.63,468.02,8311.12,4370.89,4341.3,1079.01,1820.66,1021.71,551.65,4905.38,1474.5,971.44,555.98,383.83,554.23,660.07,1440.7,10298.08,5575.0,6315.77,9525.93,1142.88,4178.12,1734.6,891.51,627.68,1271.81,1145.0,615.69,6060.11,388.57,143.79,525.51,2281.96,367.78,6145.95,1960.38,1190.0,418.1,3402.13,22786.68,3598.21
2023-10-24,1346.38,1628.42,5216.15,2393.45,488.11,8240.69,4379.65,4428.12,1110.75,1881.82,1030.92,560.85,4970.21,1498.2,1005.78,570.48,381.96,544.33,674.96,1510.25,10592.31,5675.0,6435.39,9550.61,1171.57,4267.44,1788.5,900.42,637.41,1300.6,1145.0,615.69,6131.4,408.1,143.79,543.95,2281.96,365.84,6194.93,1987.86,1180.0,422.05,3439.83,23014.54,3738.77
2023-10-25,1327.94,1596.12,5193.67,2420.85,478.54,8334.6,4353.37,4493.24,1106.21,1947.68,1044.72,565.44,5056.65,1517.17,1020.5,555.98,391.32,544.33,670.0,1490.38,10249.04,5525.0,6459.31,9525.93,1185.92,4346.83,1724.8,900.42,632.54,1276.61,1165.0,637.21,6131.4,413.96,138.22,543.95,2301.8,367.78,6268.38,1951.22,1175.0,425.99,3392.7,23994.37,3823.1
2023-10-26,1323.33,1596.12,5148.7,2457.39,472.8,8193.73,4274.54,4271.83,1083.55,1910.05,1026.31,556.25,4926.99,1493.46,1020.5,560.81,385.71,534.43,645.19,1505.28,10077.4,5400.0,6459.31,9229.79,1162.01,4217.82,1715.0,891.51,608.21,1262.21,1150.0,624.3,5941.28,400.29,138.22,530.12,2321.65,369.73,6121.47,1896.25,1160.0,437.82,3279.61,23857.65,3729.4
2023-10-27,1327.94,1591.51,5148.7,2603.56,472.8,8170.26,4248.26,4341.3,1092.61,1839.48,1030.92,560.85,4926.99,1483.98,1015.59,560.81,417.54,534.43,625.33,1515.22,10322.6,5125.0,6459.31,9131.07,1171.57,4217.82,1719.9,891.51,617.94,1300.6,1155.0,615.69,6083.87,392.48,137.29,530.12,2381.18,371.68,6048.01,1960.38,1145.0,433.88,3298.46,23265.2,3729.4
2023-10-30,1337.16,1591.51,5216.15,2512.2,468.97,8311.12,4248.26,4341.3,1101.68,1830.07,1040.12,556.25,4948.6,1483.98,1045.03,555.98,396.94,499.79,610.44,1510.25,10322.6,5225.0,6435.39,9106.39,1162.01,4128.5,1670.9,887.05,603.35,1348.59,1145.0,611.38,6083.87,390.53,137.29,474.8,2351.41,367.78,5974.55,1978.7,1140.0,425.99,3223.07,22239.8,3551.36
2023-10-31,1374.05,1573.06,5193.67,2521.34,478.54,8217.21,4195.71,4306.56,1110.75,1863.0,1044.72,556.25,4905.38,1493.46,1089.19,551.14,404.43,494.85,595.56,1515.22,10150.96,4950.0,6363.62,9155.75,1171.57,4227.74,1656.2,891.51,603.35,1358.19,1135.0,611.38,6107.64,390.53,140.08,470.19,2381.18,365.84,5974.55,1987.86,1145.0,433.88,3289.04,22900.61,3392.07
2023-11-01,1387.88,1522.32,5216.15,2493.93,474.72,8076.35,4221.98,4193.69,1083.55,1830.07,1026.31,551.65,4883.77,1498.2,1059.75,531.8,385.71,488.91,555.85,1480.44,10175.48,4840.0,6363.62,8983.0,1128.54,4138.42,1572.9,882.59,598.48,1339.0,1115.0,607.08,5965.05,382.72,138.22,459.42,2391.1,373.62,5925.58,1832.13,1110.0,418.1,3411.55,21966.36,3354.58
2023-11-02,1360.22,1522.32,5216.15,2585.29,463.23,8311.12,4265.78,4341.3,1092.61,1797.14,1035.52,551.65,5099.87,1540.87,1099.0,536.64,391.32,504.74,570.74,1490.38,10150.96,4850.0,6196.16,9205.11,1147.66,4257.51,1563.1,891.51,603.35,1339.0,1070.0,607.08,6012.58,394.43,138.22,465.09,2480.39,375.57,6121.47,1795.49,1130.0,429.93,3411.55,21624.56,3363.96
2023-11-03,1383.67,1526.93,5306.08,2557.88,463.23,8358.08,4283.3,4428.12,1088.08,1759.5,1035.52,560.85,5035.04,1531.39,1064.66,536.64,396.94,529.48,590.59,1495.35,10249.04,4930.0,6100.46,9254.46,1162.01,4326.98,1558.2,891.51,603.35,1334.2,1065.0,611.38,5774.93,398.34,138.22,468.87,2440.71,375.57,6072.5,1804.65,1145.0,418.1,3364.43,21670.13,3326.47
2023-11-06,1411.81,1568.45,5328.57,2530.47,488.11,8498.94,4353.37,4514.95,1101.68,1750.09,1044.72,560.85,5121.48,1640.44,1103.91,546.31,398.81,534.43,590.59,1505.28,10273.56,4920.0,6076.54,9674.0,1190.7,4416.3,1582.7,891.51,593.62,1353.39,1065.0,607.08,5632.33,406.15,140.08,472.65,2450.63,373.62,6341.84,1809.3,1145.0,425.99,3439.83,21647.35,3392.07
2023-11-07,1397.74,1559.22,5238.63,2521.34,497.69,8428.51,4327.09,4558.36,1097.15,1745.39,1044.72,565.44,5078.26,1611.99,1118.62,546.31,391.32,529.48,570.74,1520.18,10273.56,4940.0,6100.46,9698.68,1166.79,4386.53,1572.9,891.51,593.62,1310.2,1055.0,615.69,5418.45,410.05,137.29,468.87,2391.1,369.73,6317.36,1827.9,1155.0,425.99,3364.43,21305.54,3345.21
2023-11-08,1383.67,1531.54,5148.7,2521.34,478.54,8451.99,4274.54,4536.65,1097.15,1773.61,1035.52,560.85,5056.65,1654.66,1108.81,541.47,391.32,534.43,565.78,1515.22,10273.56,4820.0,6076.54,9575.29,1152.45,4376.6,1582.7,887.05,603.35,1247.81,1045.0,607.08,5370.92,410.05,138.22,459.42,2430.78,369.73,6219.41,1813.95,1155.0,429.93,3317.31,20781.45,3373.33
2023-11-09,1383.67,1526.93,5171.18,2475.66,478.54,8451.99,4257.02,4514.95,1097.15,1806.55,1040.12,560.85,5078.26,1640.44,1108.81,541.47,387.58,549.28,600.52,1485.41,10249.04,4700.0,6052.62,9476.57,1157.23,4436.15,1587.6,887.05,642.27,1204.62,1050.0,607.08,5418.45,408.1,139.15,466.98,2480.39,365.84,6243.9,1790.69,1145.0,429.93,3326.74,20849.81,3373.33
2023-11-10,1346.15,1499.25,5193.67,2420.85,478.54,8287.65,4257.02,4406.42,1101.68,1787.73,1040.12,556.25,4991.82,1616.73,1084.28,536.64,383.83,554.23,595.56,1500.31,10371.63,4640.0,6052.62,9279.14,1152.45,4317.06,1558.2,887.05,642.27,1171.02,1050.0,611.38,5299.62,400.29,139.15,468.87,2391.1,369.73,6145.95,1730.23,1110.0,429.93,3345.58,21054.89,3363.96
2023-11-13,1364.91,1494.64,5081.25,2311.23,483.33,8334.6,4283.3,4363.0,1097.15,1787.73,1035.52,565.44,5035.04,1593.02,1108.81,531.8,383.83,549.28,610.44,1485.41,10175.48,4640.0,6172.23,9303.82,1142.88,4386.53,1568.0,882.59,647.14,1180.62,1045.0,615.69,5323.39,402.24,140.08,472.65,2361.33,365.84,6219.41,1725.58,1125.0,429.93,3317.31,21191.61,3307.73
2023-11-14,1364.91,1494.64,5103.73,2302.09,476.63,8381.56,4274.54,4406.42,1092.61,1740.68,1035.52,560.85,5035.04,1583.54,1103.91,531.8,391.32,534.43,635.26,1490.38,10249.04,4780.0,6100.46,9303.82,1162.01,4515.54,1572.9,882.59,637.41,1204.62,1040.0,615.69,5252.09,404.19,141.0,470.76,2401.02,369.73,6096.98,1753.48,1105.0,425.99,3298.46,21191.61,3260.88
2023-11-15,1374.29,1513.09,5171.18,2366.04,468.97,8498.94,4362.13,4558.36,1128.88,1783.02,1035.52,565.44,5121.48,1664.14,1138.25,536.64,395.07,574.02,630.3,1495.35,10371.63,4550.0,6148.31,9303.82,1157.23,4684.26,1577.8,895.97,671.47,1204.62,1070.0,615.69,5347.15,417.86,141.0,470.76,2321.65,377.51,6145.95,1827.9,1105.0,433.88,3345.58,21328.33,3214.03
2023-11-16,1364.91,1522.32,5238.63,2384.31,461.32,8522.42,4335.85,4558.36,1128.88,1778.32,1040.12,565.44,5121.48,1683.11,1128.44,536.64,389.45,574.02,630.3,1495.35,10371.63,4700.0,6172.23,9279.14,1152.45,4714.03,1582.7,900.42,661.74,1199.82,1065.0,619.99,5323.39,410.05,140.08,470.76,2341.49,375.57,6145.95,1795.34,1125.0,429.93,3336.16,21373.9,3242.14
2023-11-17,1341.45,1508.48,5126.21,2402.58,461.32,8522.42,4362.13,4536.65,1169.69,1806.55,1030.92,565.44,5099.87,1683.11,1113.72,526.97,383.83,569.07,590.59,1500.31,10273.56,4590.0,6148.31,9328.5,1157.23,4664.41,1587.6,887.05,656.87,1171.02,1105.0,619.99,5299.62,406.15,138.22,470.76,2381.18,371.68,6488.76,1767.44,1115.0,425.99,3345.58,20849.81,3251.51
2023-11-20,1369.6,1485.41,5216.15,2493.93,463.23,8334.6,4362.13,4558.36,1165.15,1806.55,1026.31,570.04,5078.26,1678.36,1094.09,531.8,387.58,574.02,585.63,1465.54,10322.6,4650.0,6124.39,9427.21,1142.88,4624.71,1592.5,904.88,661.74,1195.02,1055.0,628.6,5418.45,410.05,139.15,477.38,2331.57,371.68,6562.21,1809.3,1095.0,425.99,3383.28,20918.17,3242.14
2023-11-21,1364.91,1494.64,5193.67,2493.93,465.14,8240.69,4445.35,4514.95,1142.48,1783.02,1035.52,570.04,5078.26,1678.36,1099.0,531.8,383.83,574.02,595.56,1475.47,10298.08,4650.0,6148.31,9229.79,1133.32,4644.56,1572.9,904.88,671.47,1190.22,1080.0,619.99,5299.62,408.1,139.15,472.65,2331.57,371.68,6488.76,1776.74,1075.0,425.99,3411.55,20758.66,3260.88
2023-11-22,1369.6,1480.8,5103.73,2402.58,459.4,8334.6,4445.35,4580.07,1142.48,1783.02,1030.92,570.04,5078.26,1668.88,1099.0,522.14,381.96,583.92,580.67,1490.38,10298.08,4550.0,6076.54,9131.07,1162.01,4465.92,1612.1,895.97,671.47,1060.64,1080.0,619.99,5299.62,408.1,140.08,470.76,2341.49,369.73,6317.36,1786.04,1065.0,422.05,3402.13,20348.5,3279.62
2023-11-23,1360.22,1476.18,5126.21,2375.17,457.49,8381.56,4511.04,4645.19,1151.55,1797.14,1030.92,570.04,5099.87,1687.85,1118.62,522.14,383.83,618.56,565.78,1470.51,10347.12,4590.0,6076.54,9131.07,1185.92,4535.39,1607.2,895.97,681.2,1051.04,1095.0,619.99,5323.39,415.91,142.86,470.76,2281.96,371.68,6317.36,1767.44,1070.0,422.05,3392.7,20530.8,3317.1
2023-11-24,1360.22,1480.8,5148.7,2347.77,455.57,8381.56,4554.84,4688.6,1147.02,1806.55,1030.92,570.04,5078.26,1711.55,1099.0,531.8,381.96,623.51,565.78,1445.67,10224.52,4590.0,6148.31,9155.75,1152.45,4535.39,1563.1,909.34,681.2,1007.85,1105.0,611.38,5418.45,415.91,141.0,470.76,2331.57,369.73,6292.87,1758.14,1080.0,449.66,3411.55,20621.95,3307.73
2023-11-27,1350.84,1494.64,5058.76,2384.31,468.97,8334.6,4620.53,4645.19,1169.69,1768.91,1030.92,570.04,5099.87,1626.21,1123.53,536.64,381.96,623.51,570.74,1435.73,10445.19,4520.0,6124.39,9131.07,1157.23,4525.47,1592.5,927.17,681.2,969.45,1120.0,607.08,5323.39,419.82,149.35,472.65,2242.27,371.68,6366.33,1753.48,1070.0,441.77,3468.1,20462.44,3298.36
2023-11-28,1341.45,1526.93,4991.31,2347.77,463.23,8334.6,4532.94,4645.19,1174.22,1778.32,1040.12,574.64,5099.87,1602.51,1113.72,526.97,385.71,628.45,580.67,1445.67,10445.19,4380.0,6100.46,9155.75,1133.32,4634.64,1572.9,922.71,676.33,974.25,1115.0,611.38,5323.39,417.86,147.5,470.76,2291.88,375.57,6268.38,1679.07,1060.0,433.88,3552.92,20508.01,3373.33
2023-11-29,1355.53,1568.45,4968.83,2329.5,457.49,8358.08,4576.73,4601.77,1160.62,1778.32,1049.32,579.24,5056.65,1611.99,1148.06,536.64,387.58,608.66,580.67,1440.7,10298.08,4690.0,6148.31,9279.14,1123.75,4535.39,1572.9,918.25,690.93,959.85,1115.0,615.69,5299.62,412.01,148.42,470.76,2272.04,377.51,6268.38,1706.97,1035.0,429.93,3505.79,20462.44,3401.44
2023-11-30,1346.15,1605.35,4856.41,2512.2,465.14,8428.51,4620.53,4580.07,1174.22,1783.02,1030.92,570.04,5056.65,1569.32,1108.81,541.47,389.45,638.35,550.89,1460.57,11327.88,4500.0,6148.31,10068.86,1123.75,4614.79,1582.7,918.25,700.66,1012.65,1120.0,624.3,5228.33,402.24,145.64,472.65,2718.51,373.62,6366.33,1860.46,1015.0,425.99,3543.49,19961.13,3420.18
2023-12-01,1346.15,1573.06,5171.18,2402.58,465.14,8405.03,4598.63,4645.19,1151.55,1811.25,1040.12,574.64,5099.87,1531.39,1128.44,522.14,383.83,648.25,565.78,1450.63,10322.6,4400.0,6052.62,9427.21,1133.32,4684.26,1631.7,918.25,695.79,998.25,1135.0,619.99,5204.56,406.15,141.93,470.76,2202.59,369.73,6415.3,1739.53,1005.0,425.99,3609.46,20189.0,3401.44
2023-12-04,1318.0,1614.58,5171.18,2366.04,470.89,8421.55,4642.43,4775.42,1169.69,1745.39,1035.52,574.64,5186.31,1536.13,1128.44,522.14,378.22,638.35,595.56,1435.73,10298.08,4410.0,6076.54,9229.79,1142.88,4634.64,1607.2,922.71,705.53,969.45,1145.0,628.6,5204.56,415.91,142.86,501.01,2172.82,371.68,6317.36,1767.44,980.0,425.99,3590.61,20439.65,3401.44
2023-12-05,1318.0,1609.96,5148.7,2356.9,463.23,8397.96,4642.43,4732.01,1165.15,1778.32,1040.12,570.04,5164.7,1498.2,1152.97,517.3,378.22,623.51,590.59,1485.41,10469.71,4320.0,6196.16,9353.18,1157.23,4803.35,1626.8,922.71,700.66,983.85,1140.0,628.6,5133.27,412.01,143.79,529.37,2291.88,369.73,6243.9,1800.0,1015.0,425.99,3628.31,20097.85,3451.98
2023-12-06,1313.31,1568.45,5148.7,2347.77,457.49,8303.6,4576.73,4710.31,1147.02,1783.02,1035.52,565.44,5013.43,1540.87,1128.44,512.47,376.34,598.76,575.7,1455.6,10445.19,4450.0,6220.08,9377.86,1171.57,4902.59,1666.0,927.17,700.66,1055.84,1125.0,628.6,5038.21,410.05,143.79,538.82,2281.96,375.57,6292.87,1804.65,1000.0,422.05,3694.28,19710.48,3347.08
2023-12-07,1252.34,1508.48,5103.73,2292.96,444.09,8327.19,4620.53,4753.72,1110.75,1764.2,1035.52,565.44,4970.21,1521.91,1118.62,512.47,366.98,598.76,560.81,1460.57,10445.19,4310.0,6172.23,9402.54,1166.79,4763.65,1636.6,927.17,705.53,1046.24,1120.0,628.6,4943.15,404.19,141.93,519.91,2242.27,367.78,6170.44,1809.3,1010.0,418.1,3684.85,19778.84,3404.3
